Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Maximo Systems Analyst SR - Kwajalein Atoll - 2534,RGNext,"Maharashtra, India",Full-time · Mid-Senior level,"1,001-5,000 employees",534 on LinkedIn,3 applicants,"Defense & Space 1,001-5,000 employees 534 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Asset ManagementAddAtollAddCronAddCustomer RequirementsAddDesign DocumentsAddEnterprise Asset ManagementAddInformation SolutionsAddJava DevelopmentAddManagement SoftwareAddMaximoAdd
Customer Service Representative,Paras Offset Pvt Ltd,"Sonipat, Haryana, India",On-site,51-200 employees,9 on LinkedIn,6 applicants,Printing 51-200 employees 9 on LinkedIn,Full-time,"['', '', '', '', '', '', '', '', '', '', '']",Active ListeningAddCommunicationAddContact CentersAddCustomer ExperienceAddCustomer SatisfactionAddCustomer SupportAddPhone EtiquetteAddPresentationsAddProblem SolvingAddSkilled Multi-taskerAdd
Senior Technical Business Analyst,Acrotrend - Customer Insights and Analytics,"Mumbai, Maharashtra, India",On-site,51-200 employees,53 on LinkedIn,47 applicants,Information Technology & Services 51-200 employees 53 on LinkedIn,Full-time,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business AnalysisAddCustomer DataAddData AnalyticsAddData MartsAddData ModelsAddKey Performance IndicatorsAddPlaybackAddPresentationsAddStakeholder ManagementAddUser AdoptionAdd
Customer Service Executive-Indore-Asset Management Company,Channel Marketing,"Indore, Madhya Pradesh, India",On-site,11-50 employees,30 on LinkedIn,Null,Marketing & Advertising 11-50 employees 30 on LinkedIn,Full-time · Mid-Senior level,"['We have an opening for the position of Executive Customer Service at our Head Office.Job designation: Customer Service ExecutiveJob Location: IndoreQualification: Graduation is mustNISM-VA/AMFI certified(mandatory)Excellent communication skillGood computer skill and positive attitudeSalary: 3 to 3. 5 LPAPlease find the JD for the same as belowBelow is a list of the key responsibilities of the Executive - Customer Service. This list is not exhaustive and be may adapted by the company from time to time as and when required.Responsible for handling of NFO and administrative activities at the branchCoordinating with Corporate office/UBI RT for clearance of NFO applications which are not in orderHandling all customer complaints promptly and provide resolutions to all complaints received with seriousness and accuracyTo coordinate with CAMS ISCs based on the needCoordinating with investors Branches - on objection cases /electronic payouts /RUDs etcTracking of CAMS errorsCoordinate/reporting to Corporate Office for subscription redemption applicationPrepare MIS of RegionEmpanelment of distributors coordinating with HO for the sameFollow up of legal/consumer cases of the region if anyResponsible for Coordinating with Vendors, Marketing, IT, HR Admin teamAny other activity related to Customer services /Sales support.If interested, please send your updated resume at preeti@peshr.com or call me directly at 022-49856840.Thanks Regards,Preeti ChouhanHR RecruiterPESHR Servicespreeti@peshr.comTel: 022-49856840This job is provided by Shine.com""asset management"", ""switch"", coor, amc, ""mis"", ""coordinating with investors"", ""customer service""']",AMFIAddCommunicationAddComputer LiteracyAddContact CentersAddCustomer SatisfactionAddCustomer ServiceAddCustomer Service ManagementAddCustomer SupportAddManagement Information Systems (MIS)AddResolutionsAdd
O365 Engineer,Applycup Hiring Solutions,"Pune, Maharashtra, India",Full-time · Entry level,51-200 employees,Null,9 applicants,Staffing & Recruiting 51-200 employees,Full-time · Entry level,"['Exp: 5-10 years; QualificationBE ,Btech ,BSC Computer/IT,MSC ,MCA,any graduate, Experience5 - 10 Years SkillsJob Description- Job Responsibilities Responsible for the day-to-day monitoring, operations and management of a large enterprise environment consisting of thousands of Windows and Linux VMs on Cloud Solutions. Perform technical administrative tasks daily to ensure the stability and availability of Exchange servers, Office365, troubleshooting server, mail routing and replication related issues. Managing user accounts and user licenses through the Office 365 admin center in the Microsoft cloud platform or Windows PowerShell cmdlets Responsible for the day-to-day availability of Office 365 services like, Skype for Business, Microsoft Teams, One Drive for Business, Exchange Online & Active Directory Perform technical administrative tasks daily to ensure the stability and availability of Exchange servers, troubleshooting server, mail routing and replication related issues. Responsible to implement policies, procedures, and technologies to ensure Exchange server security through secure access; monitoring, control, and routine security evaluations. Provides tier 3 support for escalations from Help Desk Must be able to support infrequent after hours and weekend escalations as needed Candidate ProfileCandidate Profile Education B.E. / B. Tech / MCA / MCS 5 or more years cumulative experience designing and developing enterprise data architecture technologies and a successful track record in implementing such architectures Bachelors degree in computer science or equivalent work experience in a related field. Certifications from a leading vendor such as Microsoft, VMware or equivalent work experience. Ability to learn and document processes of third-party applications that you might not be familiar with. Expert-level experience with AD, DHCP, DNS, Print Services, File Services, GPOs and other common Windows Server roles. AD Group Policy Management, domain controller management, organizational unit management, and PKI management Experience supporting VMWare / Veeam environment Experience administrating Microsoft Office 365, including Exchange Online, SharePoint, OneDrive, Skype for Business, Teams, Azure AD and related technologies. Deployment and migration knowledge and hands on experience on O365 standalone and hybrid environments Managing user accounts and user licenses through the Office 365 admin center in the Microsoft cloud platform or Windows PowerShell cmdlets. Troubleshoot issues related to Mail-flow, Shared Mailbox, Distribution List, User Mailbox, Anti-spam, Anti-malware, Security and compliance Supports Microsoft Office 365 Exchange Online users using MS Office Outlook 2016 and OWA. Mailbox management like Mailbox permission, delegation, quota management, mail tracking, and mail transport rule creation/modification. Proficient with PowerShell scripting Support and troubleshooting of Office365 desktop and mobile applications Experience with Azure and 3rd party monitoring tools (Azure Monitoring, SCOM, or ManageEngine experience a plusmonitoring tools , security , active directory , linux , powershell , scom , group policy , vms , office 365 , vmware , windows , veeam']",Backup & Recovery SystemsAddComputer ScienceAddMail ServerAddOffice 365AddOffice 365 AdministrationAddOpenVMS (VMS)AddReplicationAddSecurity EvaluationsAddSkypeAddSystem Center Operations Manager (SCOM)Add
Oracle DBA,Jobs for Humanity,"Mumbai, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,6 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Bank Account MaintenanceAddCapacity PlanningAddData ArchitectureAddDatabase AdministrationAddDatabasesAddExadataAddLogicsAddOracle Database AdministrationAddPatch ManagementAddProduction SupportAdd
Admission Counsellor,EDWISE INTERNATIONAL,"Kochi, Kerala, India",On-site,201-500 employees,411 on LinkedIn,7 applicants,Education Management 201-500 employees 411 on LinkedIn,Full-time · Mid-Senior level,"['A positive approach and the ability to work in a team', 'Well versed with MS Office ( mainly Excel )', '', '', '', '', '', '', '', '', '', '']",AdmissionsAddAdmissions CounselingAddCommandAddCritical ThinkingAddEnglishAddInterpersonal SkillsAddMicrosoft ExcelAddSocial Media MarketingAddStudent CounselingAddStudent Financial AidAdd
Ppc executive,Talent Zone Consultant,"Mumbai, Maharashtra, India",On-site,11-50 employees,16 on LinkedIn,2 applicants,Human Resources 11-50 employees 16 on LinkedIn,Full-time · Executive,"['Job Role And Responsibilities.The prime job role will includeInitiate New campaigns across various channels on global platform.Launch and optimization of PPC Campaigns. (Search, Display, vidoe, text, etc.)Overseeing Accounts related to Search platforms as well as inspecting Budgets.Providing necessary reports and monitoring KPIs.Have the highest possible Return of Investments towards Online Marketing Efforts.Managing Large Keyword list creation.Formation of Effective and optimum paid strategies.Launching of numerous PPC campaigns Monitoring accounts related to Search engine Platforms (Google AdWords, Bing etc) Rightful Targeting of the required Audiences.Timely working on Budgets and Bids towards gaining better Return of Investments (ROIs) Generate attractive and concise advert copies.Maintain and Coordinate Partnerships with Vendors and PPC Ad Platforms. ,This job is provided by Shine.comppc, delivery, sales, marketing, erp']",Bid ProcessesAddCampaignsAddCommunicationAddInvestingAddKey Performance IndicatorsAddMarketingAddNegotiationAddOnline MarketingAddPrimeAddTeamworkAdd
Manager - Planning,The Phoenix Mills Ltd.,"Mumbai, Maharashtra, India",On-site,"501-1,000 employees",901 on LinkedIn,191 applicants,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Analytical SkillsAddForecastingAddMarketingAddNegotiationAddPresentationsAddProject ManagementAddProject PlanningAddTeam LeadershipAddTeam ManagementAddTeamworkAdd
Assistant Manager - Marketing,ACE Online,"Hyderabad, Telangana, India",On-site,51-200 employees,131 on LinkedIn,24 applicants,Higher Education 51-200 employees 131 on LinkedIn,Full-time · Associate,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Brand AwarenessAddBrandingAddCampaignsAddField MarketingAddHindiAddMarket ResearchAddMarketingAddMarketing StrategyAddSales & MarketingAddTrade ShowsAdd
PMO Lead Analyst - 6+ Years,CGI,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","65,766 on LinkedIn",46 applicants,"Information Technology & Services 10,001+ employees 65,766 on LinkedIn",Full-time · Mid-Senior level,"['Manage the resource profile (demand/supply tracker) and maintain the member list to keep it up to date with RMG and HR records, on a weekly basis.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddExecutive PresentationsAddPresentationsAddProcess AuditingAddProject EstimationAddProject GovernanceAddProject Management Office (PMO)AddProject PlansAddResource PlanningAddSoftware EstimationAdd
Hr Recruiter - Talent Aquisition Executive,INDIAN SCHOOL OF BUSINESS MANAGEMENT AND ADMINISTRATION,"Mumbai, Maharashtra, India",On-site,"501-1,000 employees",447 on LinkedIn,34 applicants,"Education Management 501-1,000 employees 447 on LinkedIn",Full-time · Entry level,"['Dear Candidate,We are urgently looking for a Talent Acquisition Executive for our Bhayander office.We are looking for a dedicated recruiter to join our HR team in identifying hiring needs and filling job openings.Identifying future hiring needs and developing job descriptions and specifications.Collaborating with department managers to compile a consistent list of requirements.Attracting suitable candidates through databases, online employment forums, social media, etc.Conducting interviews and sorting through applicants to fill open positions.Assessing applicants\' knowledge, skills, and experience to best suit open positions.Completing paperwork for new hires.Promoting the company\'s reputation and attractiveness as a good employment opportunity.Providing recruitment reports to team managers.A bachelor\'s degree in human resources.The ability to conduct different types of interviews.Experience with recruitment processes and databases.Excellent communication skills.Good interpersonal skills.Good decision-making skills.This job is provided by Shine.com""inter personal skill"", ""communication skills"", ""computer operating""']",CommunicationAddHuman Resources (HR)AddInterpersonal CommunicationAddInterpersonal SkillsAddInterviewingAddNew HiresAddOnboardingAddRecruitingAddSourcingAddTalent ManagementAdd
